pl_orbper,pl_trandur,pl_trandep,pl_rade,pl_radj,st_rad,st_teff,st_mass,st_logg,st_met,sy_pnum,sy_snum,pl_eqt,pl_insol,disposition
1.56706496,2.144,0.049,,,0.615898,4426.2,0.693,4.69978,-0.058,0.0,1.0,16068.904566306086,239.27367897925305,CANDIDATE
7.757595,,0.075,1.95,0.174,0.713,,,,,0.0,1.0,,,CANDIDATE
4.871902,4.6,,15.383,1.3723817,1.817,6466.0,1.564,4.113,-0.239,0.0,1.0,24120.86646107972,1214.846644779715,CANDIDATE
4.8718955,,,14.64,1.30609557,1.82,6972.0,1.53,4.1,0.02,0.0,1.0,1663.0,1671.881185266604,CANDIDATE
4.8740385,4.125,0.641,14.3194,1.2774935,1.8,6504.4,,4.05,,0.0,1.0,1490.0,819.404,CANDIDATE
8.514184,11.0,,38.298,3.41672459,8.384,4885.0,1.254,2.69,-0.425,0.0,1.0,33716.69386478796,4637.989618207563,CANDIDATE
0.967865,2.5128,14.9235,,,0.97198,5255.0,0.9,4.417,,0.0,1.0,26942.718765175083,1891.1044332304828,FALSE POSITIVE
16.168833,3.1944,0.4046,,,5.653,5186.0,,3.371,,0.0,1.0,,,CANDIDATE
25.23658,3.4248,13.1088,,,0.701898,3777.0,0.664837,4.56823,,0.0,1.0,5836.780170181973,4.165270290695849,FALSE POSITIVE
36.0861607,,,,,0.67,4726.0,0.68,4.63,-0.2,0.0,1.0,6309.836703822965,5.688821688181534,CANDIDATE
36.109,3.192,0.49,8.0,0.7,0.504,,,,,0.0,1.0,,,CANDIDATE
10.337864,7.0896,5.0598,,,1.96735,6281.0,,,-0.16,0.0,1.0,,,FALSE POSITIVE
9.967689,4.3,,2.005,0.17887443,1.031,5882.0,1.103,4.455,0.113,0.0,1.0,13799.996855115907,130.15647884540073,CANDIDATE
13.919301,4.8864,12.6507,,,1.2633,5330.07,0.92,4.19884,0.1992,0.0,1.0,12764.420236086698,95.26957251380676,FALSE POSITIVE
0.954863,2.2272,12.2533,,,0.926751,5544.91,0.98,4.49537,0.041,0.0,1.0,27492.234851631005,2050.1706980612157,FALSE POSITIVE
3.25182,2.7192,,33.2,2.96,0.63,,,,,0.0,1.0,,,CANDIDATE
5.032134,8.5992,1.048,25.83,2.304,2.516,,,,,0.0,1.0,,,CANDIDATE
5.03207,,,36.70955114,3.28,3.685008,5070.0,,3.25,-0.43,0.0,1.0,,,CANDIDATE
6.45795,1.032,0.0788,2.78,0.248,0.9389,,,,,0.0,1.0,,,CANDIDATE
0.554633,1.3128,2.677,,,0.951566,4729.0,0.76,4.362,,0.0,1.0,29707.76531399477,2795.3087176056656,FALSE POSITIVE
5.176243,,,19.44301811,1.73,1.118972,6185.0,,4.34,-0.12,0.0,1.0,,,CANDIDATE
5.176,1.04904,0.3485,,,1.35641,6146.0,1.166,4.23998,,0.0,1.0,20387.262408141138,619.9911534190533,CANDIDATE
2.153178,2.6736,16.1675,,,0.997379,5523.0,0.97,4.42712,,0.0,1.0,21700.442974096462,795.8372049290743,FALSE POSITIVE
1.610888,1.2048,0.0696,0.82,0.073,0.299,,,,,0.0,1.0,,,CANDIDATE
1.611,1.05888,0.0517,,,0.409602,3511.0,0.402278,4.81787,,0.0,1.0,11276.587209944002,58.03106930941911,CANDIDATE
1.610911,1.0704,,1.5,0.13,0.56,,,,,0.0,1.0,,,CANDIDATE
1.61092,,,0.75,0.067,0.409602,3511.0,0.402278,4.81787,,0.0,1.0,11276.77387595756,58.03491185402672,CANDIDATE
2.17807,,,0.65,0.058,0.409602,3511.0,0.402278,4.81787,,0.0,1.0,10198.09183907854,38.817317163341215,CANDIDATE
2.178008,1.2768,0.0453,0.67,0.06,0.299,,,,,0.0,1.0,,,CANDIDATE
2.177846,1.2888,,1.2,0.11,0.56,,,,,0.0,1.0,,,CANDIDATE
4.96792,1.296,0.0572,0.75,0.067,0.299,,,,,0.0,1.0,,,CANDIDATE
4.96883,,,0.67,0.06,0.409602,3511.0,0.402278,4.81787,,0.0,1.0,7746.844114552175,12.925552299330382,CANDIDATE
6.26561,1.512,0.058,0.77,0.069,0.299,,,,,0.0,1.0,,,CANDIDATE
3.28963,2.04,0.0259,0.51,0.045,0.299,,,,,0.0,1.0,,,CANDIDATE
0.565934,1.9608,7.6907,,,1.55349,5309.0,0.91,4.01449,,0.0,1.0,41076.19201348301,10216.697683597456,FALSE POSITIVE
15.091257,4.1544,38.7212,,,1.55474,5369.0,0.93,4.02323,,0.0,1.0,13859.642879933444,132.4213470111576,FALSE POSITIVE
3.102398,6.18,11.6056,,,1.85351,5483.32,0.96,3.88435,0.034,0.0,1.0,26048.4605557938,1652.2588584270532,FALSE POSITIVE
0.93346092,2.338,0.194,,,2.62165,6035.64,1.12,3.65014,0.219,0.0,1.0,49597.64009579717,21716.70303342024,CANDIDATE
5.817737,2.8848,0.9442,,,3.03613,6290.85,1.232,3.56404,-0.2292,0.0,1.0,29753.295699200957,2812.484613066583,FALSE POSITIVE
5.817854,2.88,0.9632,,,,,,,,0.0,1.0,,,FALSE POSITIVE
5.81861,3.888,0.689,3.4,0.3,0.38,,,,,0.0,1.0,,,CANDIDATE
1.671965,2.1528,32.1572,,,0.483697,3243.0,0.481713,4.75171,,0.0,1.0,10848.721743660262,49.71233038211298,FALSE POSITIVE
4.332837,2.4,,2.263,0.20189168,0.725,4768.0,0.942,4.693,-0.136,0.0,1.0,12713.292200436945,93.75230556894314,CANDIDATE
1.1524,,,0.6746,0.06018388,1.057,5992.0,0.992,4.386,-0.095,0.0,1.0,29740.04693200878,8270.029,CANDIDATE
20.486455,2.0,,2.762,0.24640956,0.371,3664.0,0.357,4.852,0.069,0.0,1.0,4894.715930500521,2.0599648505191506,CANDIDATE
18.634179,,0.031,1.49,0.133,0.821,,,,,0.0,1.0,,,CANDIDATE
18.645046,5.0592,,1.8,0.16,0.84,,,,,0.0,1.0,,,CANDIDATE
18.6393,5.64,0.0399,1.73,0.154,0.821,,,,,0.0,1.0,,,CANDIDATE
18.641,5.22,0.0285,,,,4774.48,,,-0.1038,0.0,1.0,,,CANDIDATE
5.19287,2.472,0.0211,1.29,0.115,0.826,,,,,0.0,1.0,,,CANDIDATE
3.39934,2.184,0.015,1.08,0.0964,0.826,,,,,0.0,1.0,,,CANDIDATE
6.663685,2.6208,7.7241,,,1.05709,5691.67,1.01,4.39416,-0.4385,0.0,1.0,15692.399594519062,217.62424405288093,FALSE POSITIVE
12.17682,2.9,,2.244,0.20019662,0.637,4477.0,0.812,4.739,-0.485,0.0,1.0,8127.772830558812,15.66159784278493,CANDIDATE
11.114394,6.2304,14.0535,,,2.44643,5904.69,1.07,3.69039,-0.657,0.0,1.0,20683.450251343453,656.813068958542,FALSE POSITIVE
0.524461,1.7136,0.88,,,0.200172,3112.0,0.169168,5.06358,,0.0,1.0,11734.624496445802,68.04976486152854,FALSE POSITIVE
9.056947,3.3336,22.8283,,,1.05773,4942.0,0.81,4.2978,,0.0,1.0,12765.38997255307,95.29852703130808,FALSE POSITIVE
0.737735,1.9608,29.3171,,,1.53058,4908.37,0.8,3.97144,-0.004,0.0,1.0,35256.20499563229,5544.879237909488,FALSE POSITIVE
7.07737,3.072,0.0907,2.1,0.19,0.662,,,,,0.0,1.0,,,CANDIDATE
0.799768,3.5976,36.8062,,,1.67093,8175.71,2.0,4.29318,-0.307,0.0,1.0,51270.0387670601,24797.301621942035,FALSE POSITIVE
1.641114,4.404,23.2835,,,1.10451,8231.0,2.02,4.65708,,0.0,1.0,32969.92778226995,4240.546450002575,FALSE POSITIVE
6.3508198,,,,,2.11,7461.0,1.74,4.03,0.03,0.0,1.0,26972.560504320056,1899.4967078298744,CANDIDATE
0.555516,1.4784,12.5677,,,,,,,,0.0,1.0,,,FALSE POSITIVE
0.635328,1.3032,0.1315,,,1.531,6420.0,,4.176,,0.0,1.0,,,CANDIDATE
16.24196986,4.391,0.241,,,10.4554,4499.02,,,-0.54,0.0,1.0,,,CANDIDATE
1.031746,5.5512,1.3062,,,1.85084,7598.94,1.77,4.1513,-0.1772,0.0,1.0,47018.599736159376,17539.960306857443,FALSE POSITIVE
0.58337,1.164,1.6936,,,0.742872,5802.79,1.04,4.71327,0.34,0.0,1.0,30057.92349048711,2929.447639784667,FALSE POSITIVE
2.047195,1.8936,0.0255,,,0.958,6150.0,,4.476,,0.0,1.0,,,CANDIDATE
24.4472,6.36,0.0718,1.82,0.162,0.647,,,,,0.0,1.0,,,CANDIDATE
10.542179,3.3,,3.123,0.27861588,0.916,5441.0,0.81,4.423,0.021,0.0,1.0,12433.33238632351,85.76301047581067,CANDIDATE
3.247194,4.704,27.4993,,,1.17125,5581.0,0.99,4.29641,,0.0,1.0,20651.27768883021,652.7359722534164,FALSE POSITIVE
5.31471,1.896,0.1511,1.45,0.129,0.355,,,,,0.0,1.0,,,CANDIDATE
3.84981,3.36,0.0153,1.86,0.166,1.42,,,,,0.0,1.0,,,CANDIDATE
0.715676,1.248,0.1668,,,7.82356,4476.31,,,0.2198,0.0,1.0,,,FALSE POSITIVE
0.546969,1.9608,49.688,,,0.996147,5162.92,0.87,4.38094,-0.4212,0.0,1.0,32596.305391029782,4051.570061532301,FALSE POSITIVE
0.682618,1.1688,1.0943,,,2.77001,6120.16,1.16,3.61756,-0.1733,0.0,1.0,57045.30599947706,38004.01647325031,FALSE POSITIVE
2.126953,1.416,0.0707,1.7,0.15,0.573,4020.0,,4.696,,0.0,1.0,,,CANDIDATE
0.512702,1.8024,25.9506,,,1.00839,4513.0,0.71,4.28207,,0.0,1.0,30301.69457332212,3025.641768377482,FALSE POSITIVE
20.2244,4.176,0.1132,2.94,0.262,0.8325,,,,,0.0,1.0,,,CANDIDATE
0.539696,1.7448,10.1331,,,,,,,,0.0,1.0,,,FALSE POSITIVE
42.3822512,,,2.58,0.23017258,0.86,5568.0,0.9,4.52,-0.11,1.0,1.0,482.0,12.089587084574244,CANDIDATE
41.9,,,2.28,0.20340833,0.86,5568.0,0.9,4.52,-0.11,1.0,1.0,82.0,12.275470085339103,CANDIDATE
0.597258,1.9608,25.0566,,,1.47741,5374.42,0.93,4.06755,-0.206,0.0,1.0,39685.60598669934,8901.88349802092,FALSE POSITIVE
0.620388,1.9608,49.7678,,,1.48463,7577.62,1.76,4.34034,-0.4425,0.0,1.0,49799.01402491325,22071.54924136688,FALSE POSITIVE
9.81881482,3.206,0.285,,,0.411081,3463.0,0.403933,4.81652,,0.0,1.0,6095.794641289829,4.955313694229384,CANDIDATE
1.518232,3.0816,35.6389,,,1.209,5510.0,,4.237,,0.0,1.0,,,CANDIDATE
1.63013,2.2848,4.6964,,,1.602,6190.0,,4.136,,0.0,1.0,,,CANDIDATE
2.007472,0.9048,1.6989,,,0.473,3790.0,,4.783,,0.0,1.0,,,CANDIDATE
2.00745282887,0.9340475,2.06741145,7.16393472,0.63912455,0.490442,3449.0,,4.74578,,0.0,1.0,680.34,50.6324,CANDIDATE
37.4059,3.84,0.145,2.32,0.207,0.581,,,,,0.0,1.0,,,CANDIDATE
3.544965,1.464,0.0621,1.9,0.17,0.701,4860.0,,4.602,,0.0,1.0,,,CANDIDATE
17.325857,8.5152,33.482,,,3.05384,6047.27,1.12,3.51759,-0.383,0.0,1.0,20256.603776360134,604.2496039561427,FALSE POSITIVE
34.023,3.0,0.0308,,,11.253,4534.56,,,0.141,0.0,1.0,,,CANDIDATE
6.2043,,,1.8527,0.16528711,,,,,,0.0,1.0,,,FALSE POSITIVE
10.39528014,4.442,0.019,,,0.8881,5714.27,1.019,4.54932,-0.009,0.0,1.0,12432.810339510312,85.74860742273724,CANDIDATE
11.00357542,1.503,0.78,,,1.0551,5506.87,0.97,4.37825,0.059,0.0,1.0,12920.037821350345,100.00114698184782,CANDIDATE
11.007537,1.5408,,41.5,3.7,0.94,,,,,0.0,1.0,,,CANDIDATE
9.0102,4.872,0.0982,3.6,0.32,0.738,,,,,0.0,1.0,,,CANDIDATE
9.01258853,3.639,0.081,,,0.81741,4764.64,0.767,4.49798,0.081,0.0,1.0,10935.862392232822,51.32890369080883,CANDIDATE
35.383,3.09408,0.0945,,,0.667213,4663.0,0.74,4.65877,,0.0,1.0,6166.132804381527,5.188016373945263,CANDIDATE
35.3972,4.68,0.147,2.6,0.23,0.531,,,,,0.0,1.0,,,CANDIDATE
1.359386,1.8408,9.2013,,,1.28259,5723.55,1.02,4.23049,0.0412,0.0,1.0,29479.073234234776,2710.2237413347257,FALSE POSITIVE
26.0,,,10.48,0.93496459,1.57,6414.0,1.29,4.16,0.03,0.0,1.0,222.0,107.06533576849536,CANDIDATE
0.630717,1.9608,16.3414,,,1.57514,6591.15,1.37,4.18015,-0.6286,0.0,1.0,46263.790762516925,16440.48789675248,FALSE POSITIVE
0.630718,1.9608,16.4032,,,,,,,,0.0,1.0,,,FALSE POSITIVE
12.427163,5.3784,1.6631,,,2.39747,6435.2,1.3,3.7925,-0.2312,0.0,1.0,20813.388738491365,673.4742950214628,FALSE POSITIVE
37.246869,,,23.8036385,2.12,1.475643,5445.0,,4.05,0.07,0.0,1.0,,,CANDIDATE
37.24703,4.9296,0.7202,35.0,3.1,1.696,,,,,0.0,1.0,,,CANDIDATE
1.348851,3.8016,21.782,,,1.38773,6311.4,1.24,4.24688,-0.2147,0.0,1.0,32814.96661813942,4161.383189834643,FALSE POSITIVE
1.490219,3.924,73.3825,,,1.72824,7175.46,1.6,4.16698,-0.397,0.0,1.0,38598.20644602243,7965.597171567461,FALSE POSITIVE
1.882213,0.9648,0.5678,,,1.568,6590.0,,4.178,,0.0,1.0,,,CANDIDATE
0.958786,1.2528,1.7691,,,1.0377,5512.55,0.968,4.3918,0.2297,0.0,1.0,28941.47818303505,2517.866368151147,FALSE POSITIVE
0.9587591,1.776,1.626,39.0,3.5,1.171,,,,,0.0,1.0,,,FALSE POSITIVE
1.8554,2.8008,0.0775,,,10.091,4990.0,,2.964,,0.0,1.0,,,CANDIDATE
11.100314,12.5808,12.3582,,,3.70395,4928.18,,,-0.3181,0.0,1.0,,,FALSE POSITIVE
1.855827,3.0168,0.0844,,,0.664,4720.0,,4.627,,0.0,1.0,,,CANDIDATE
15.7512,2.568,0.05,1.38,0.123,0.582,,,,,0.0,1.0,,,CANDIDATE
1.855421,5.6832,66.0084,,,2.734,11500.0,,4.055,,0.0,1.0,,,CANDIDATE
0.921358,1.6656,12.7918,,,1.30486,5255.22,0.9,4.16118,0.08,0.0,1.0,31735.23256155937,3640.127388331471,FALSE POSITIVE
11.078847,14.328,12.1654,,,1.9631,5162.0,,,,0.0,1.0,,,FALSE POSITIVE
0.530431,1.9608,40.9431,,,1.49032,5666.31,1.01,4.09583,-0.0824,0.0,1.0,43121.67418879649,12408.871774002551,FALSE POSITIVE
0.747734,1.9608,28.7143,,,1.65596,8498.37,2.11,4.32425,-0.426,0.0,1.0,53775.3382381765,30011.136636961943,FALSE POSITIVE
0.69719,1.8552,3.4039,,,1.45971,5535.52,0.97,4.0963,0.099,0.0,1.0,38317.58152904334,7736.458528312335,FALSE POSITIVE
5.513327,0.9264,0.2119,3.9,0.35,0.77,5020.0,,4.562,,0.0,1.0,,,CANDIDATE
0.884004,2.1168,39.1961,,,0.742353,5119.55,0.86,4.63135,-0.238,0.0,1.0,23822.531910069927,1155.8500888213196,FALSE POSITIVE
0.53027,1.0632,0.0568,1.4,0.12,0.558,3880.0,,4.706,,0.0,1.0,,,CANDIDATE
0.543877,0.6768,0.0659,,,1.36241,6177.78,1.18,4.24133,-0.4486,0.0,1.0,43436.80072751967,12775.595804333974,FALSE POSITIVE
6.741846,7.248,5.5296,,,2.13528,4861.09,,,-0.013,0.0,1.0,,,FALSE POSITIVE
20.9913,2.928,0.129,1.44,0.128,0.386,,,,,0.0,1.0,,,CANDIDATE
23.89959501695,2.0395157,1.59987683,12.83075359,1.14468514,0.76962,4736.5,,4.55,,0.0,1.0,476.17,12.1501,CANDIDATE
23.897707,1.4832,1.1511,,,0.728,5020.0,,4.581,,0.0,1.0,,,CANDIDATE
2.044175,7.1472,7.196,,,2.49927,5480.16,0.96,3.62471,-0.5084,0.0,1.0,34740.332962782355,5227.400168210989,FALSE POSITIVE
23.5306712,,,9.25,0.82523115,1.9,6688.0,1.48,4.05,0.04,0.0,1.0,591.0,193.2102025684692,CANDIDATE
10.6741,3.768,0.0354,1.86,0.166,0.9538,,,,,0.0,1.0,,,CANDIDATE
10.673,3.43608,0.0274,,,0.928134,5919.66,1.08,4.53627,-0.0125,0.0,1.0,12925.718354334538,100.17713239877496,CANDIDATE
3.78795,1.6512,0.4851,,,4.182,5126.0,,3.476,,0.0,1.0,,,CANDIDATE
0.516235,1.9608,11.1574,,,2.08947,7701.0,1.81,4.05568,,0.0,1.0,63536.26222128399,58483.92206689956,FALSE POSITIVE
0.635238,1.5288,12.6462,,,0.919305,4743.31,0.76,4.39196,-0.434,0.0,1.0,27992.967797603826,2203.6652308965363,FALSE POSITIVE
0.544418,1.9512,43.4869,,,1.06871,5076.71,0.85,4.30977,-0.036,0.0,1.0,33379.79709544432,4455.378563640424,FALSE POSITIVE
1.855516,4.0752,1.4554,,,0.189,3110.0,,5.092,,0.0,1.0,,,CANDIDATE
0.698333,1.32,10.6429,,,0.664517,4081.0,0.64,4.59923,,0.0,1.0,20416.792029779284,623.591032476938,FALSE POSITIVE
4.894289,2.1048,0.3043,4.1,0.37,0.686,4440.0,,4.62,,0.0,1.0,,,CANDIDATE
12.601781,3.4,,2.788,0.24872913,1.088,5791.0,0.803,4.269,-0.289,0.0,1.0,13608.914706838164,123.09596292212773,CANDIDATE
6.96350934,2.189,0.016,,,1.23998,6244.89,1.21,4.33403,-0.5877,0.0,1.0,17831.062831511565,362.7928862071856,CANDIDATE
0.769057,,,2.06,0.184,0.54,3832.0,,4.9,-0.058,0.0,1.0,,,CANDIDATE
1.91828,,,1.0,0.089,,,,,,0.0,1.0,,,CANDIDATE
2.5819,,,1.9422,0.17327178,,,,,,0.0,1.0,,,FALSE POSITIVE
2.5840753,1.666,0.1757,7.01829,0.62613097,1.4,6119.0,,4.2,,0.0,1.0,1834.0,1881.65,FALSE POSITIVE
2.5844972,,,10.29,0.91801389,1.39,6471.0,1.26,4.24,0.01,0.0,1.0,2277.0,1918.0419817381744,FALSE POSITIVE
2.5331,,0.17,,,1.54022,5301.32,0.91,4.02194,0.239,0.0,1.0,24782.004719027325,1353.6163225586863,FALSE POSITIVE
3.022569,3.384,5.6458,,,1.89113,6481.66,1.32,4.0052,-0.613,0.0,1.0,29751.66359337533,2811.86755270659,FALSE POSITIVE
15.462807,4.0,,1.266,0.11294515,0.919,5509.0,0.802,4.414,0.044,0.0,1.0,11116.226861966326,54.79985971582442,CANDIDATE
2.958763,5.7864,17.698,,,2.34828,5935.86,1.08,3.72999,-0.462,0.0,1.0,31618.161721413024,3586.7103595287936,FALSE POSITIVE
5.51633,1.92,0.183,1.38,0.123,0.306,,,,,0.0,1.0,,,CANDIDATE
0.36091387,1.692,0.739,,,1.92205,6175.0,1.18,3.94242,,0.0,1.0,59123.00373982388,43850.62647053538,CANDIDATE
1.052364,2.8296,34.8537,,,1.1112,5157.0,0.87,4.286,,0.0,1.0,27648.40554704449,2097.1534326015985,FALSE POSITIVE
4.7464485,2.408,0.194,10.3209,0.92077061,2.26,5890.5,,3.76,,0.0,1.0,1141.0,281.823,CANDIDATE
4.746159,2.9,,12.597,1.123831,2.207,5878.0,1.677,3.977,0.016,0.0,1.0,24096.087034959222,1209.8622721247252,CANDIDATE
4.7464962,,,11.6,1.03488447,2.1,6486.0,1.5,3.97,0.07,0.0,1.0,1775.0,1749.092205315928,CANDIDATE
8.952623,2.6,,8.917,0.79552283,0.856,5258.0,1.023,4.586,-0.212,0.0,1.0,11797.232522535527,69.51369898520899,CANDIDATE
1.99043,,,,,0.82,5086.0,,,,0.0,1.0,,,CANDIDATE
1.99067602,1.862,0.034,,,0.792521,5194.62,0.882,4.58551,0.22,0.0,1.0,18974.32171845972,465.173409285753,CANDIDATE
1.990422,2.0736,0.0447,1.8,0.16,0.824,,,,,0.0,1.0,,,CANDIDATE
2.131554,4.0656,6.8562,,,2.44273,6147.31,1.167,3.72939,-0.191,0.0,1.0,36775.98426152321,6564.581746681481,FALSE POSITIVE
8.658,1.098,0.5656,,,0.901716,5127.0,0.864,4.46444,,0.0,1.0,12279.822827417354,81.60527728297896,CANDIDATE
8.65871336,1.56,0.873,,,0.901716,5127.0,0.864,4.46444,,0.0,1.0,12279.485588129195,81.59631318884186,CANDIDATE
8.658168,,,17.16037834,1.53,0.818973,5319.0,,4.55,-0.05,0.0,1.0,,,CANDIDATE
8.658143,1.6968,0.7969,19.1,1.7,0.9,,,,,0.0,1.0,,,CANDIDATE
8.657975,0.984,0.6106,,,0.891,5370.0,,4.45,,0.0,1.0,,,CANDIDATE
14.5616,3.144,0.1029,2.82,0.252,0.849,,,,,0.0,1.0,,,CANDIDATE
2.46819,5.8848,48.389,,,0.817957,8315.0,2.05,4.92436,,0.0,1.0,24955.198595425856,1391.854900159636,FALSE POSITIVE
0.56802,3.3336,1.3803,,,0.451115,3385.0,0.447745,4.78052,,0.0,1.0,15864.559584437504,227.33270625119377,FALSE POSITIVE
2.787663,0.7464,0.1087,2.2,0.2,0.602,3950.0,,4.676,,0.0,1.0,,,CANDIDATE
4.612166,1.5936,0.5543,,,2.82645,5444.37,,,-1.198,0.0,1.0,,,FALSE POSITIVE
0.595558,1.692,5.1711,,,1.20541,5854.74,1.06,4.3011,-0.319,0.0,1.0,38244.41801621204,7677.5396333109775,FALSE POSITIVE
13.798845,3.0,,1.665,0.14854161,0.68,4980.0,0.824,4.686,-0.35,0.0,1.0,8937.86378178217,22.90259889849041,CANDIDATE
3.41052823,2.124,0.06,,,0.674996,3985.0,0.64555,4.5894,,0.0,1.0,11825.93373871538,70.19264478539152,CANDIDATE
3.41065,1.944,0.0494,1.65,0.147,0.701,,,,,0.0,1.0,,,CANDIDATE
0.595667,1.488,12.9607,,,,,,,,0.0,1.0,,,FALSE POSITIVE
1.56494,0.6672,0.122,2.06,0.184,0.556,,,,,0.0,1.0,,,CANDIDATE
1.56493,,,2.22,0.198,0.624202,3938.0,0.607401,4.63089,,0.0,1.0,14719.038694433506,168.4486866720969,CANDIDATE
3.576744,2.9328,6.8508,,,1.30914,5896.1,1.07,4.23348,0.0603,0.0,1.0,22047.026193955237,847.910305333072,FALSE POSITIVE
3.57678,2.6664,3.1467,,,0.934009,5474.0,0.96,4.47964,,0.0,1.0,17604.475416669655,344.70072333636097,FALSE POSITIVE
7.5587,2.5,,2.643,0.23579307,0.677,3974.0,0.636,4.579,-0.221,0.0,1.0,9081.320879700825,24.408771768587265,CANDIDATE
25.43143,2.8,,2.887,0.25756133,0.677,3974.0,0.636,4.579,-0.221,0.0,1.0,6060.490813090436,4.84151219632016,CANDIDATE
0.542912,1.7952,12.027,,,2.25382,5974.29,1.1,3.77362,-0.6088,0.0,1.0,54696.058676060326,32119.884316637465,FALSE POSITIVE
3.79018,5.9256,5.2183,,,,5762.0,,,,0.0,1.0,,,FALSE POSITIVE
27.693,6.34296,1.8421,,,1.7076,6286.0,1.23,4.0632,,0.0,1.0,13258.019161706738,110.88285785245024,CANDIDATE
7.13142,1.92,0.0707,9.6,0.86,3.4,,,,,0.0,1.0,,,CANDIDATE
7.134,1.83888,0.045,,,,,,,,0.0,1.0,,,CANDIDATE
3.57804902,4.905,0.008,,,1.59182,6024.0,1.116,4.08194,,0.0,1.0,24661.78611615567,1327.5410191104447,CANDIDATE
12.89398,1.2,0.314,1.12,0.0999,0.191,,,,,0.0,1.0,,,CANDIDATE
9.562742,,,2.01,0.17932019,0.667217,4349.9,0.694726,,,0.0,2.0,8990.871680156546,35.1,CANDIDATE
9.56332821,3.039,0.076,,,,4432.16,,,-0.3028,0.0,2.0,,,CANDIDATE
9.56183,3.648,0.1025,1.97,0.176,0.598,,,,,0.0,2.0,,,CANDIDATE
1.89016107,2.224,0.027,,,0.74574,4491.0,0.705,4.54108,,0.0,1.0,16805.742172459664,286.2731568542264,CANDIDATE
1.88993,1.656,0.0367,1.29,0.115,0.638,,,,,0.0,1.0,,,CANDIDATE
1.640707,2.208,0.0469,2.09,0.186,0.572,,,,,0.0,1.0,,,CANDIDATE
1.64117466,1.337,0.02,,,0.664535,4493.0,0.71,4.64429,,0.0,1.0,16617.004432361256,273.6281562615243,CANDIDATE
19.53403,1.2888,,12.7,1.13,0.45,,,,,0.0,1.0,,,CANDIDATE
19.53405,,,9.82,0.876,0.460378,3316.0,0.457571,4.7723,,0.0,1.0,4810.423756158273,1.92168935171649,CANDIDATE
1.106182,0.0,,15.6,1.39,0.84,,,,,0.0,1.0,,,CANDIDATE
1.106,0.99408,0.0975,,,1.11127,5900.71,1.07,4.37581,-0.56,0.0,1.0,30061.947174808178,2931.0165491706807,CANDIDATE
1.10605213,1.289,0.147,,,1.11127,5900.71,1.07,4.37581,-0.56,0.0,1.0,30061.47487822444,2930.832359307997,CANDIDATE
1.106175,,,8.83310242,0.79,0.90632,5851.0,,4.43,-0.35,0.0,1.0,,,CANDIDATE
1.52317871,4.004,0.734,,,0.950472,5735.72,1.024,4.49249,0.2322,0.0,1.0,24468.61416082099,1286.4334739430053,FALSE POSITIVE
1.523,2.39688,0.0605,,,0.950472,5735.72,1.024,4.49249,0.2322,0.0,1.0,24469.57117877075,1286.6347460131208,FALSE POSITIVE
1.5235,,0.06,,,0.950472,5735.72,1.024,4.49249,0.2322,0.0,1.0,24466.89398277797,1286.0717597473963,FALSE POSITIVE
0.504961,1.8144,29.1504,,,0.906039,5169.0,0.88,4.46826,,0.0,1.0,31903.057026705752,3717.7402387055663,FALSE POSITIVE
3.383,3.72096,0.1641,,,1.019,5603.82,0.99,4.41736,0.206,0.0,1.0,19078.758773727823,475.49976768173,CANDIDATE
3.38199819,5.484,0.339,,,1.019,5603.82,0.99,4.41736,0.206,0.0,1.0,19080.642414042213,475.6875793093476,CANDIDATE
0.593274,1.9608,63.6988,,,1.07692,5557.0,0.98,4.36492,,0.0,1.0,34806.58217021795,5267.38861533648,FALSE POSITIVE
1.085097,2.1552,3.1653,,,2.97681,6503.37,1.33,3.61442,-0.2731,0.0,1.0,52630.14985334576,27535.202049532112,FALSE POSITIVE
3.6079916,2.991,0.6055,15.3816,1.3722568,1.89,5308.3,,,,0.0,1.0,1228.0,378.206,CANDIDATE
3.607981,2.7384,0.5543,18.3,1.63,2.253,6490.0,,3.928,,0.0,1.0,,,CANDIDATE
15.405101,2.8128,1.6796,,,1.475,5910.0,,4.145,,0.0,1.0,,,CANDIDATE
14.71,2.382,0.4414,,,2.19732,5167.0,,,,0.0,1.0,,,FALSE POSITIVE
14.707213,2.1408,0.4206,,,2.19732,5167.0,,,,0.0,1.0,,,FALSE POSITIVE
2.176955,0.54,0.48,1.25,0.112,0.169,,,,,0.0,1.0,,,CANDIDATE
2.17693,,,7.92,0.707,0.170856,3176.0,0.14116,5.12252,,0.0,1.0,7095.465527607886,9.096481047723024,CANDIDATE
21.1595,,0.06,,,0.597044,3811.0,0.585671,4.65371,,1.0,1.0,5883.242420080827,4.299488751371275,CONFIRMED
21.169861,,,1.98,0.17664377,0.571699,4148.21,0.663459,,,1.0,1.0,6136.510471958532,3.5,CONFIRMED
21.169619,3.2,,2.2,0.19627085,0.59,3880.0,0.61,,0.14,1.0,1.0,5913.125883354931,4.38751223067069,CONFIRMED
21.17623917,2.008,0.071,,,0.597044,3811.0,0.585671,4.65371,,1.0,1.0,5881.691836991525,4.294957862500073,CONFIRMED
21.1701963,,,1.92,0.17129122,0.58,4057.0,0.62,4.7,0.2,1.0,1.0,431.0,5.013485215343386,CONFIRMED
21.1686,3.576,0.1041,2.18,0.194,0.642,,,,,1.0,1.0,,,CONFIRMED
