pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_teff,st_rad,st_logg,st_tmag,st_dist,tfopwg_disp
0.62425,0.774288,954.060325,1.671618,353.894099,1106.2112728,3765.0,0.525,4.75169,12.1535,50.1632,FP
12.7846809,4.8533784,19658.0816662,11.7994875,49.2454527,675.6336681,5077.7,0.836244,4.4,13.4669,483.235,PC
3.0911721,1.9714799,349.193899,1.666703,295.0992437,1057.0895356,5253.0,0.834386,4.54958,9.2551,70.2932,CP
5.1293855,2.8939597,9414.7547938,8.9112749,181.6592422,936.3411803,5116.3,0.920804,4.45,12.4235,324.412,PC
5.179282,2.6320655,5746.9651279,9.3730831,430.1391198,1161.5074108,5784.0,1.21172,4.3,13.2598,762.655,PC
2.4156482,2.837,3550.0,6.931495350000002,1169.2,1629.0,5727.0,1.1897782,4.3,12.6562,571.376,PC
5.7772122,2.56341,1470.3821261,2.8693434,75.3605118,751.4597253,4882.7,0.729818,4.6,9.977,70.9015,CP
5.6807412,4.1093897,1892.9692302,6.2844217,601.257159,1262.9460957,6295.0,1.38612,4.3,12.0253,563.621,PC
3.8300359,4.1744985,7753.4083536,11.7278481,810.4382547,1360.8170209,5916.0,1.3126301,4.3,12.8172,698.996,PC
0.3456911,0.648,2800.0,10.1929,18378.3,3243.0,6282.0,1.05,4.3,11.5547,330.15,APC
10.1688722,4.3884108,7366.339761,12.8424534,258.7751983,1022.940591,5161.7,1.3986,4.3,12.9901,687.409,PC
7.195655729999999,0.68,5530.0,8.85869,86.1510668,777.0248613,5709.0,1.0929,4.438,8.7635,84.0311,FP
1.3926549,2.0005269,7098.4535786,13.3635819,2439.8676565,1792.5088851,5615.0,1.2094899,4.39,11.6659,356.5,PC
8.4536777,3.5738006,2872.2887525,4.0269258,76.6379132,754.6240935,3588.0,0.698009,4.60198,6.755,9.7221,CP
2.2456869,3.155,12600.0,17.5083,2366.82,1943.0,6381.0,1.5,4.2,12.7427,859.449,PC
6.9309657,5.2921448,6887.4200394,13.513657,586.1868131,1254.9567552,5847.0,1.59136,4.3,12.0599,601.919,PC
0.5055105,0.648232,2269.199137,4.9709812,4944.3687757,2138.6881512,4996.3,1.01489,4.5,11.9987,290.755,PC
3.5775562,3.531,4060.0,7.997950162000002,476.6809228,1191.7267626,5823.3,1.2493662000000003,4.3,13.3639,842.388,PC
0.9017685,0.635,958.0,4.77441,446.986,1280.0,5828.0,1.36,3.9,9.6968,164.418,PC
4.2217717,2.561,594.0,2.81922,305.107,1164.0,5763.48,1.21,3.99846,10.0106,165.441,APC
11.5472009,1.0326107,663.4411526,3.1457403,141.4530508,879.5749032,5763.48,1.20847,3.99846,10.0106,165.441,APC
3.36296,2.594,750.0,2.69668,414.8,1257.0,5420.0,0.9,4.5,10.8911,167.24,FP
4.98668,2.267,860.0,5.51463,339.923,1196.0,6046.0,1.64,4.06,10.6658,329.989,PC
14.445918,1.533311,1273.806981,3.290507,37.1099416,629.4950471,5063.0,0.87237,4.48439,10.2733,365.053,FA
1.79217,1.797,1710.0,21.4342,436.663,1273.0,4884.0,4.7,4.301936799999998,10.9198,713.6,FP
5.46278,1.274,2982.0,19.5752,281.499,1141.0,6711.201599999999,1.69,4.162200599999999,8.565,153.32395999999997,FA
11.45959,0.956,650.0,4.691444607999999,297.325909204,1136.9883872920002,6564.8518,1.8446002,4.0441688000000005,8.776,172.89174000000003,PC
2.50876,1.2523065,5830.0602325,11.5931606,710.8584449,1316.9386126,5226.0,1.13416,4.28,10.9896,193.007,APC
2.91615,1.481,2280.0,13.4791,253.391,1111.0,6103.0,2.69,3.64,10.7837,558.211,APC
17.14012,1.176,2180.0,8.14257,5.93171,434.0,6378.0,1.67,4.1,10.8988,405.817,APC
3.5315897,2.689,7230.0,14.2116,551.242,1349.0,6209.0,1.62,4.09,10.8673,355.59,CP
0.49642,0.572,1000.0,5.57222,2758.3,2018.0,7000.0,1.41,4.33,10.9987,416.129,FP
3.3904897,2.878,260.0,2.40673,764.344,1464.0,6113.8,1.43,4.19,10.7188,285.78,PC
92.1950921,4.206,3760.0,18.9408,1.49663,308.0,5030.6,3.0,3.8919512,10.7891,454.103,FP
705.5844658,1.9189212,101204.8459939,17.179547,16.720729,515.743249,3689.0,0.487,4.78104,11.1427,64.77016,APC
3.06555,2.483,2920.0,5.41363,1605.05,1763.0,5285.0,0.71,4.7,10.9931,123.796,FP
3.3243,2.337,1150.0,21.7252,181.989,1023.0,4779.7,5.76,4.281594599999998,10.1738,1415.4885799999995,PC
6.53144,5.713,700.0,6.77621,808.553,1485.0,6037.2,2.58,3.66,9.9279,349.478,PC
5.41418,4.428,7850.0,14.391174028000004,816.558,1489.0,6664.0,1.6460575899999994,4.143424199999997,10.8068,128.552,APC
5.46377,1.036,4010.0,12.894,23.3924,612.0,5286.9,1.95,3.749134399999999,9.1984,174.318,PC
3.7981107,3.914,750.0,4.13478,911.152,1530.0,5042.0,1.51,4.04,10.8366,264.842,PC
2.9663437,4.44,206.0,2.02837,2291.32,1927.0,5807.0,1.59,4.14,9.9676,226.06,FP
5.41402,4.418,7780.0,15.9563,694.699,1414.61216418,6394.3,1.75,4.069502599999999,10.787,325.492,FA
62.1624516,4.319,3710.0,10.3408,10.4285,500.0,7546.0,1.66,4.24,10.4653,380.513,PC
1.27349,1.655,920.0,13.6856,891.053,1522.0,4982.0,4.35,3.797554400000001,10.3486,502.103,FP
92.94818923000004,4.8120529,4104.5873474,5.5237367,3.1063855,338.5973763,4658.0,0.710768,4.53096,11.0316,115.742,PC
0.8153098,1.373,189.0,1.19041,2785.3,2023.0,5729.0,0.97,4.47487,10.1583,142.086,FP
11.5743561,6.0493763,14285.1321998,18.1309835,205.6631556,965.8481969,5776.0,1.4578,4.13,12.7778,711.751,PC
12.379649,3.3314543,711.2691437,8.6993926,962.3125052,1420.5246749,6582.0,2.7841101,3.69,10.8841,713.878,PC
85.4244796,3.6658465,1134.2233028,4.4208054,10.9176682,463.6093885,5697.0,1.29609,4.21712,9.9558,172.284,FA
26.4579842,3.372,397.0,2.90965,66.2935,794.0,5706.0,1.37,4.84423,9.34244,139.078,PC
11.9526103,2.74,9860.0,11.4014,48.2015,726.68860945,6049.0,1.25,4.438,12.0836,394.556,PC
13.9631929,4.5245027,812.9002244,2.3118575,46.751059,666.9105884,5270.9,0.813544,4.438,10.446,117.892,PC
35.1896444,3.3254029,4524.9353925,2.2253696,0.6703132,230.7752258,3446.0,0.326932,4.89707,12.9672,57.7911,CP
9.6799809,1.806,15870.0,14.6081,31.1433,658.0,5980.0,1.11,4.39,12.2169,455.408,FP
16.5899263,2.1573675,642.4369483,5.4428798,266.9749353,1030.9494518,6690.0,1.7449,4.1059,7.97758,122.859,PC
41.90155427799998,2.67,13400.0,4.214299,1.3025049,272.4674275,3396.0,0.334,4.91468,12.4253,51.3563,FP
0.3524597,0.578,305.0,1.76224,1844.98,1825.0,5432.0,0.9,4.51,9.75874,101.251,CP
1.9011452,1.6128566,1640.9567262,5.7647423,831.1124236,1369.4137781,5392.0,0.986402,4.440866599999998,12.4841,368.055,PC
1.4937444,2.044,160.0,1.62102,2431.71,1956.0,6328.0,1.28,4.32136,10.4267,250.998,PC
731.3121785140002,14.9235889,357.7289632,1.6330887,0.8574118,245.4240451,5599.0,0.852643,4.57217,9.7115,99.9023,PC
121.3342908,6.1861599,1830.5369311,4.1767182,4.5797413,373.1040687,6140.0,0.957395,4.54184,10.5653,189.22,PC
0.8294084,0.5583289,254.6127529,2.4799192,4983.6132078,2142.9193755,5951.67,1.52424,4.438,9.1021,88.0815,PC
2.326343,1.2195051,4153.6144436,1.9763187,15.1203939,502.933455,3244.0,0.261162,4.97167,13.5042,51.6004,CP
3.4950422,1.0311342,2004.426903,1.2734423,6.0694989,400.3206181,3022.0,0.242745,4.99625,12.2591,24.378896,CP
2.0344366,0.958248,1142.0994266,0.901106,12.4881234,479.450797,3022.0,0.242745,4.99625,12.2591,23.997646,PC
2.2891027,0.8344032,1384.622855,0.9131404,10.6709326,460.9675388,3022.0,0.242745,4.99625,12.2591,23.946354,CP
7.1566025,1.218975,674.5586897,3.1263063,253.7528508,1017.9407073,5910.35,1.13489,4.35957,10.1338,173.996,PC
1.4206036,1.6483243,448.0101837,1.1974247,148.490368,890.3162916,3872.0,0.548484,4.69525,11.9521,82.1896,FA
2.8411415,1.174,530.0,1.42162,35.9524,682.0,3872.0,0.55,4.69525,11.9521,82.1896,PC
10.4029111,1.3721731,824.1851185,1.8465904,10.4421274,458.4764117,3872.0,0.548484,4.69525,11.9521,82.1896,PC
49.604504416000026,1.51,30400.0,2.432614,0.2909982,187.3235245,2808.0,0.128,5.20628,13.8409,52.3436,FA
901.4273128180002,4.6288711,261.9656428,2.7599934,5.4579122,389.8310122,6380.43,1.61077,4.1278,7.7293,94.2106,PC
26.5456672,2.582,8290.0,29.1697,28.3073,642.0,6180.0,1.68,4.06,11.8248,543.564,APC
32.8236817,15.237374,368.5500142,5.1519952,206.9642192,967.3721204,6258.0,2.63025,3.68336,8.1526,179.828,APC
46.5710978,6.1832559,328.3531481,2.1305645,27.1915284,582.409103,6495.0,1.15083,4.43957,8.75584,110.177,PC
2.6796164,0.9028948,827.5423687,1.8334769,83.7078249,771.4561825,3943.0,0.63072,4.62547,10.3543,48.876,CP
1.1188024,1.119,427.0,1.44009,247.175,1104.0,3943.0,0.63,4.62547,10.3543,48.876,PC
20.1546939,1.3244754,1039.4977103,2.3244125,14.1253091,494.4464236,4863.0,0.712388,4.63136,11.4208,138.034,PC
76.8663962,6.7753035,341.5578492,1.9249103,5.1039406,383.3506039,5482.02,0.877042,4.5343,8.9072,68.1461,PC
68.99563283600001,12.4042036,178.9213506,3.3789105,40.7166029,644.2621741,6358.0,2.43663,3.76624,7.98614,156.777,PC
1.4663344,0.447,920.0,1.87124,40.7842,704.0,3412.0,0.32,4.9014,12.4199,43.5829,PC
3.1434463,1.501,803.0,2.34132,301.599,1160.0,4962.0,0.79,4.55115,10.2455,94.186,PC
2.6865041,2.5524772,12250.4189724,13.7470239,994.8105653,1432.3687809,5738.0,1.18274,4.23836,13.2576,757.044,KP
18.6016754,2.3690896,559.9932489,9.1300283,845.8744041,1375.4544745,6175.0,3.7007,3.37301,8.44143,282.689,PC
210.668358,10.3865576,342.5966404,2.8961818,17.3175389,520.2849849,6683.0,1.52592,4.22146,9.13648,179.493,PC
12.5520766,6.8268193,202.0868952,2.8228669,495.3032121,1203.1992033,7020.0,1.84505,4.09526,9.29735,242.63,PC
0.4018586,1.5779753,111.3648011,0.5525072,568.7058283,1245.4940849,3621.0,0.520283,4.7197,11.2076,49.7627,FA
4.9707023,2.586,487.0,2.38733,328.783,1186.0,6109.0,1.21,4.33438,9.88372,174.932,FP
27.2672016,2.4164839,1154.3278885,1.5781136,1.6051398,287.0767134,3546.0,0.460014,4.77262,11.3078,42.409,CP
179.4031712,10.7569968,618.5780905,3.7472354,8.4378703,434.6883098,6863.0,1.4648,4.27882,9.85236,233.507,PC
11.8120707,3.3324162,189.027556,1.7481305,154.3200348,898.9288685,6037.0,1.20105,4.32817,8.5709,94.9685,PC
8.9172211,2.6426767,2147.0816912,2.7931797,17.1075621,518.7006367,4066.0,0.605243,4.67766,12.709,132.907,PC
63.39545,5.1295954,851.8694759,3.3507179,10.0390505,453.9864688,5717.0,1.0149601,4.43377,10.0011,139.616,PC
3.1260778,1.7185367,11383.7527081,10.9257115,328.1564535,1085.5253926,5100.0,0.874706,4.4651,11.5005,211.196,KP
0.3862197,0.9122445,437.6381201,1.1988782,873.6229278,1386.5985937,3863.0,0.566304,4.67991,11.1079,58.0924,PC
9.405877,1.5560322,1425.9330181,1.977596,9.8226818,451.5202868,3869.0,0.475701,4.75875,11.9959,69.3787,PC
7.0767314,2.444,630.0,2.4422,106.205,894.0,5781.0,1.0,4.45679,10.8746,204.888,PC
6.0683318,1.9825707,1742.7332385,2.1199939,15.1794104,503.4234887,3668.0,0.499376,4.73795,11.814,62.7576,PC
340.3877311,9.2318877,718.3774619,3.6888424,2.3021148,314.1604363,6424.0,1.27808,4.33722,9.78288,191.396,PC
60.06632,2.409,990.0,7.64759,42.0912,709.0,5660.0,1.47,4.10485,9.00772,126.279,PC
139.2632286,15.5650549,403.2688035,1.8388146,2.3286226,315.0609123,5373.01,0.90717,4.49164,10.4431,135.723,PC
22.048775,3.8087167,540.6928554,1.9509885,15.3309639,504.6753756,4836.0,0.794435,4.53282,11.6702,168.911,PC
268.8029933419999,7.6412469,1990.1263914,2.8951165,0.4779984,212.0685941,4239.0,0.659937,4.61861,11.1919,84.1738,PC
165.0031583,5.0545903,2976.5490435,4.5170453,1.8560976,297.6939099,5780.0,0.699973,4.56973,9.863,83.62048800000001,FA
13.340145,4.611198,589.893526,3.929267,268.2186408,1032.1480322,6467.0,1.57943,4.16063,8.7435,140.941,FA
4.8566656,2.585881,1163.8416088,3.2987328,179.2788125,933.2585799,5607.0,0.796892,4.63178,11.8231,221.705,PC
15.4432661,3.8493075,4652.019556,5.7063938,38.3407878,634.6510571,5607.0,0.796892,4.63178,11.8231,221.705,PC
478.6798880859999,17.0708835,8209.2875404,7.6712645,0.245228,179.478432,5607.0,0.796892,4.63178,11.8231,221.705,PC
6.0541622,4.592,255.0,4.01623,11299.9,2872.0,6187.0,1.61,4.09624,8.36872,120.221,PC
1.3103832,1.6240216,3904.2824741,9.8603222,1134.2779729,1480.1291921,5228.0,0.928507,4.45189,11.0075,171.909,APC
0.7196291,1.474746,4971.1456595,12.2917419,14474.6698966,2797.5117326,6454.0,1.69458,4.3,11.8199,643.988,FP
9.4070515,2.6715391,967.7626685,3.9938238,237.6137635,1001.354025,6223.0,1.2331001,4.33525,10.2356,218.091,PC
0.918902,1.781955,6718.8492909,15.2109193,3475.7112909,1958.3065353,5382.0,1.1659,4.4,12.8483,568.299,APC
2.9905745,2.0941681,11083.8941211,13.2344892,679.8798081,1302.3502129,5535.6,1.10305,4.4,13.3456,694.32,PC
2.6820061,1.8238879,8514.9665485,14.1985341,1028.0946298,1444.2022665,5465.0,1.285,4.4,12.2294,470.156,PC
3.86866,2.3101443,8058.0771611,13.9784675,957.9449856,1418.9101379,6373.5,1.3337801,4.2,12.2397,613.155,PC
20.2656358,6.4172007,802.3053384,4.03042,108.2477155,822.6676779,6276.1,1.37617,4.25063,10.0596,223.516,PC
3.3610013,2.5685869,24081.7810523,12.7400071,273.0272959,1036.7433695,5375.0,0.817705,4.49371,11.4779,197.119,KP
2.9432073,2.501,12560.0,13.6531,328.976,1186.0,5266.7,1.18,4.2522088,12.9565,490.7495399999999,PC
1.5933772,1.7732569,7842.0221441,9.012542,785.5954321,1350.2664813,5289.4,0.885125,4.5,12.0892,264.874,APC
3.1856867,3.1050115,7776.6827786,10.900180664000002,556.4403323,1238.7235661,5590.5,1.086249112,4.4,12.526,490.314,PC
1.8905304,1.2347831,3550.5585147,8.783509322,1115.7780219,1474.0567378,5816.0,1.2545570060000002,4.3,11.449,330.949,PC
15.937546,4.5395335,4172.2924827,11.9220549,180.2682649,934.5436034,6093.1,1.55033,4.1,11.7493,540.268,PC
1.440707,1.8086852,4514.4039925,9.984491,2629.3283978,1826.3371679,5941.2,1.1648901,4.3,11.0675,290.436,APC
3.0958985,1.8584684,10354.9916952,19.2443952,1246.3528431,1515.409487,6764.0,1.25844,4.3,12.0516,539.486,FP
30.413919210000003,8.4494541,6007.8703021,11.625865,49.504685,676.5210666,5635.75,1.43565,4.12397,11.8831,448.143,FP
111.488630024,4.6833042,2749.2099367,6.5071192,9.1909015,444.0780191,4968.0,0.844548,4.438,8.6512,45.0103,APC
585.572178364,6.1120058,855.5836036,4.1844083,0.9694479,253.0759438,6329.0,1.39619,4.24509,8.40302,107.898,CP
11.6207544,5.6290584,486.0090375,3.207554,239.281495,1003.1064616,6329.0,1.39619,4.24509,8.40302,107.898,KP
1.3382314,2.1560676,27137.0920051,14.8542602,1188.6218545,1497.5477444,5436.0,0.894974,4.46024,11.8295,267.206,KP
17.289465667999995,4.4875335,4111.2234826,18.0,82.7545001,769.2502648,5879.0,1.23623,4.28122,9.85317,167.542,FP
716.3497402,3.612,867.0,2.90826,0.0174179,101.0,5645.84,0.97,4.46148,9.84325,120.535,PC
20.2254946,2.2719961,712.14897,1.9090249,10.4016117,458.0310383,4465.0,0.697547,4.6,10.0534,59.861,CP
11.3071786,2.824,264.0,1.02968,18.9311,581.0,4465.0,0.7,4.6,10.0534,59.861,CP
0.98656,0.724,390.0,3.78687,574.294,1363.0,5522.0,1.64,3.99,10.3338,238.68,FP
1.0361758,2.93,348.0,2.62395,18869.1,3265.0,6413.0,1.5,4.2,9.14425,165.158,PC
4.26991,1.509,2240.0,8.95578,667.336,1415.0,6580.0,1.62,4.16,9.5103,223.852,APC
58.9970907,5.722,2725.0,8.456338813999999,738.8881229359998,1408.861214314,6978.698,1.4599078040000006,4.300631200000002,9.456,154.124,PC
82.7899763,5.8475847,1017.8544172,3.1369358,6.459129,406.5961278,6115.0,0.957772,4.5616,9.4088,100.351,PC
17.1019622,3.357,11430.0,10.1067,20.0982,589.0,5302.3,0.93,4.4,11.584,231.782,CP
6.5346715,3.304,6370.0,10.7773,121.853,925.0,5424.0,1.33,3.35,11.7944,333.701,PC
11.6700285,2.0534143,2783.7905216,2.0205499,4.0210338,361.1637726,3644.0,0.380272,4.79912,11.3018,33.773,PC
7.2011383,2.1444681,1662.8398306,1.7056002,7.6541813,424.2232195,3644.0,0.380272,4.79912,11.3018,33.773,PC
2.2088214,2.544,7770.0,11.6656,1052.08,1586.0,5960.4,1.26,4.27,11.8699,416.784,KP
4.7150942,2.436,7460.0,7.48939,118.46,919.0,3798.0,0.57,4.67,13.3666,163.356,PC
7.4972297,3.589,14480.0,11.9137,143.814,964.0,5596.2,1.0,4.43,12.2015,360.478,PC
14.2197641,6.416,2390.0,8.78678,215.552,1067.0,6115.0,1.83,3.97,12.3462,817.874,PC
7.9980831,3.047,3960.0,10.9403,97.3629,875.0,5556.0,1.7,3.97,12.1385,593.163,PC
1.4492052,1.104,1200.0,6.15666,551.777,1350.0,6004.9,1.12,4.39,12.1323,439.747,APC
7.7119842,4.058,3176.0,10.7188,536.15,1340.0,6458.0,1.83,4.03,10.1757,297.716,CP
2.994263,6.9172309,1120.6492357,11.5655979,619.5809037,1272.4603411,4784.0,3.22859,4.362464999999998,11.2347,536.046,CP
22.6539607,3.468,11530.0,12.2765,13.8485,537.0,5523.0,1.12,4.33,11.7024,313.996,CP
9.7728388,7.4907772,2279.7003176,12.0232332,670.6896654,1297.9266601,5636.8,2.43731,3.66,11.9507,753.745,PC
2.8392793,1.4011791,35229.7098319,10.4761821,45.5594673,662.6197999,3642.0,0.54933,4.438,14.6253,249.345,PC
1.6471574,1.033,3880.0,6.06894,362.237,1215.0,5027.0,0.73,4.64,11.8012,178.999,FP
0.87741,0.472,12050.0,8.59148,26.3008,630.0,3495.0,0.62,4.64,12.722,121.433,FP
3.9471567,1.699,1880.0,3.86968,71.367,809.0,4794.0,0.84,4.47,11.1581,139.546,FP
3.2553185,2.061,1920.0,6.72917,362.749,1215.0,5927.0,1.25,4.28,12.2539,511.208,PC
8.3129806,4.171,2680.0,10.7065,237.935,1094.0,5929.0,2.03,3.86,12.2766,802.875,PC
1.0526157,1.5288415,358.5076064,1.4203085,706.2654804,1314.8062038,4621.0,0.758575,4.54,10.3759,81.6541,PC
42.1289893,4.6130523,961.655867,2.3404732,5.1588515,384.3775426,4621.0,0.758575,4.54,10.3759,81.6541,PC
3.3311975,3.705,12390.0,14.877,1437.43,1715.0,6605.0,1.33,4.33,11.5584,437.484,PC
1.1736318,1.397,1470.0,8.1147,1505.41,1735.0,6033.7,1.93,3.92,11.6751,587.369,APC
1.2043785,1.047,1170.0,4.985,1124.6,1613.0,6595.0,1.38,4.3,11.6884,487.854,PC
11.5738497,6.656,18730.0,22.4042,210.056,1060.0,5782.0,1.61,4.04,11.8929,528.869,APC
10.090259,1.7502645,2585.7862462,14.51891599,94.864241,795.9675881,5454.42,2.261524403999999,3.44247,9.4688,104.301,PC
8.6251769,2.704,1690.0,7.55444,161.98,993.0,5484.0,1.08,4.35,10.6477,185.506,PC
4.8714085,2.643,1180.0,3.8394,350.476,1205.0,5484.0,1.08,4.35,10.6477,185.506,PC
5.2524792,1.828,23400.0,20.7884,132.072,944.0,5728.0,1.27,4.24,12.1103,457.57,APC
1.6804461,1.099,2020.0,5.37039,833.25,1496.0,5695.0,1.04,4.41,11.0863,231.907,PC
5.7517969,3.0489623,701.5728877,6.2303216,1308.6880472,1534.0120939,6510.3,1.97616,3.97,11.895,723.392,PC
0.5109902,0.709,2720.0,9.54792,4048.85,2222.0,6095.0,1.53,4.13,11.9951,569.651,FP
1.2709769,2.335,1400.0,4.10761,4096.84,2228.0,6296.0,1.17,4.39,11.7959,418.251,PC
3.66275,3.096,970.0,3.52758,782.333,1473.0,6150.0,1.22,4.33,11.7118,415.04,PC
7.0924883,2.869,5540.0,12.2608,200.057,1047.0,6493.0,1.58,4.17,11.4586,503.535,PC
1.1258127,0.374,1440.0,13.1558,570.852,1361.0,6423.0,1.24,4.36,11.5137,395.046,FP
5.1858,7.191,4550.0,18.5118,1753.41,1802.0,6130.0,2.7,3.64,11.0331,594.265,PC
4.534451,4.936391,23574.842911,23.183789,1003.7032593,1435.559122,6421.5,1.47459,4.19,11.2932,502.927,FP
22.84518,7.215,9210.0,15.1752,91.9765,862.0,5963.1,1.57,4.08,11.9961,580.188,FP
8.71546,3.934,12010.0,12.1387,103.489,888.0,5395.0,1.06,4.36,11.9196,314.877,PC
6.9444047,2.7056073,5264.9280735,13.4708551,449.6608267,1174.4675265,6104.5,1.41945,4.19,12.3715,634.033,PC
5.5436298,3.879,5400.0,13.5659,702.661,1434.0,6510.0,1.81,4.05,12.1046,721.25,PC
4.0197555,2.688,9750.0,9.57594,211.813,1062.0,5216.0,0.94,4.44,11.5521,219.614,CP
0.659752,0.6731474,1138.1047916,4.3019481,7130.6861294,2343.7030204,5832.0,1.25112,4.26,11.9732,415.137,FP
17.1869882,3.845,3130.0,12.9307,97.2728,874.0,6049.7,2.05,3.87,11.8402,439.569,APC
5.74984,3.734,17690.0,14.4892,329.499,1186.0,6046.0,1.08,4.42,12.3193,467.516,PC
5.1750108,2.0076562,13020.075325,11.4726621,162.7267425,910.9289033,5177.0,0.892685,4.48,11.6955,210.915,CP
3.36376,3.418,7030.0,10.7493,705.699,1435.0,5713.3,1.27,4.24,12.1227,418.29,PC
5.4361667,1.5419673,4797.1288482,1.7175409,3.6311669,352.0718502,3139.0,0.211299,5.04944,13.4102,38.0749,CP
12.6826724,3.827,2490.0,5.24953,76.8372,824.0,5851.0,1.04,4.43,11.4878,294.752,PC
4.8984239,3.752,9930.0,12.907,409.667,1253.0,5774.0,1.29,4.23,12.2036,471.152,PC
1.1792344,1.7572263,5398.6996811,26.9739777,16257.6914094,2879.9468214,6127.1,2.6058199,3.67,12.2186,1092.91,FP
13.3368173,4.384,8210.0,11.2448,69.8726,805.0,5517.0,1.2,4.26,12.5882,508.686,CP
4.31362,1.709,9490.0,8.01917,54.2011,755.0,4929.5,0.8,0.1,11.2057,134.655,CP
6.1600755,1.808,18930.0,17.7265,64.3828,789.0,5669.0,1.19,4.29,12.6389,521.117,PC
3.1821969,3.0676639,3746.6638386,9.3708418,1042.5767464,1449.2615097,5672.5,1.3954,4.4,12.7119,665.583,PC
1.6766585,1.528711,37391.9473651,16.6532667,180.6590045,935.0496086,4155.0,0.622666,4.66247,14.1858,288.642,APC
3.4972769,2.0988025,17834.0824111,11.5840209,192.6704823,950.2186404,4940.0,0.80797,4.53,13.3921,390.618,PC
5.4693888,1.8076781,32411.855989,11.5779216,27.5364506,584.247334,3770.0,0.638902,4.61871,13.6521,211.247,CP
1.2730965,1.48,414.0,1.57925,660.277,1412.0,5024.0,0.77,4.5685,9.926601,80.5407,CP
5.2153618,5.5895721,5205.8347338,17.7519701,1843.4632721,1671.1997882,6067.2,2.3901401,3.73,9.4834,275.587,KP
5.0451188,1.8549863,13949.1155643,18.0229867,319.7861956,1078.5360791,5337.0,1.16636,4.5,12.3643,422.151,PC
4.6612025,2.1408549,5135.6657253,12.7709747,823.9647363,1366.4599455,5884.5,1.52373,4.3,11.4408,434.92,PC
3.1353607,1.438,8634.0,22.286,459.818,1290.0,5503.0,1.06,4.4,10.459,174.593,APC
2.1357026,1.9116457,29272.618489,11.6264152,96.5817843,799.5461856,3678.2,0.666652,4.5956966,13.3147,191.51,CP
3.1581288,2.3951941,16867.3851717,13.5726225,242.6938695,1006.6637991,4367.6,1.02417,4.271973000000001,13.5445,401.837,PC
2.7567395,2.3808565,9248.4759918,13.8044661,1225.5263733,1509.0388299,6034.0,1.28427,4.26998,10.5853,252.759,KP
5.6601098,1.5377473,8427.6778878,12.3816484,361.1289137,1111.8221321,5859.8,1.1873699,4.4,11.8933,396.308,APC
1.3442724,4.6777347,44.3806696,1.9004695339999995,1758.0840398,1651.5041046,6111.387999999999,1.6503226000000009,4.089397400000001,8.115,122.46242,PC
2.3372423,1.4487311,11568.4008531,10.5103504,550.1159381,1235.1886902,5335.0,0.910484,4.5,13.3922,526.591,PC
4.1567834,3.9413609,4830.1859522,9.8517709,941.6088632,1412.8217887,6362.5,1.38831,4.59,10.9774,353.539,KP
2.1192866,1.5061152,1701.2818142,8.4965052,5317.3634661,2177.929595,7022.0,1.99761,4.2,11.3641,659.201,PC
7.8369842,6.8077198,14532.9486121,21.4721115,434.3612918,1164.3472682,5774.8,1.75826,4.4,12.937,859.509,PC
5.9123675,4.672,416.0,3.28952,697.86,1431.0,6187.3,1.76,3.87,10.3998,325.608,PC
3.4072141,3.892,315.0,2.96344,2770.93,2021.0,6187.3,1.76,3.87,10.3998,325.608,PC
9.1696498,4.9227951,186.1944669,2.4628421,505.9586098,1209.6187141,6187.3,1.76167,3.87,10.3998,325.608,PC
18.84184,3.184,5970.0,9.05304,30.3347,653.0,5603.0,1.1,4.35,12.0585,372.18,PC
3.4977868,2.236,1790.0,3.47575,248.389,1105.0,5356.0,0.81,4.59,11.9522,236.363,PC
7.8686762,4.0228111,10335.986166,11.8276114,273.0364186,1036.7520296,6394.0,1.13572,4.43,11.7622,413.22,PC
1.5099302,1.329,2230.0,8.891,1087.82,1599.0,5735.0,1.76,3.96,11.4944,469.613,APC
6.00327,3.947,4920.0,7.59354,271.529,1130.0,5527.0,1.06,4.37,12.0749,330.684,PC
19.4061437,1.961,11150.0,8.75357,4.19986,398.0,5099.0,0.82,4.55,11.6701,195.153,PC
5.4681892,1.814,4290.0,11.2463,251.65,1109.0,6597.0,1.61,4.16,11.738,611.359,PC
19.4723016,4.2893299,1766.1828394,3.6117414,9.9883786,453.4125095,4333.0,0.702945,4.5109,10.7011,74.881,PC
1.0339,1.404,520.0,5.37338,2619.59,1993.0,6444.0,2.28,3.84,10.7961,465.461,FP
5.8681984,3.651,2639.0,18.1157,1402.27,1704.0,6294.0,3.1,3.55,9.0982,323.506,PC
5.5094951,2.892,7700.0,8.55825,165.972,999.0,5519.0,0.97,4.45,12.2668,345.003,PC
1.8098811,3.7636624,13033.5612701,21.9555549,5139.026625,2159.4341567,6278.2,1.89121,3.97,9.02706,194.459,KP
20.362741,4.5890238,1126.8782473,4.2523478,75.428916,751.630191,6142.0,1.18003,4.35874,11.1464,295.737,PC
74.6068965,4.8874071,2304.7237253,9.1295659,13.3540875,487.5546513,6142.0,1.18003,4.35874,11.1464,295.737,FP
74.6065192,3.6758167,2377.6887561,9.5163991,13.3541775,487.555473,6142.0,1.18003,4.35874,11.1464,295.737,FP
1.9792573,1.6873516,2235.6640941,4.1930997,189.6799154,946.5097378,4001.0,0.756551,4.47278,12.5515,153.332,PC
